KRAS	103508.7719/1Mbp
KCNJ9	1692.0474/1Mbp
KRT5	1692.0474/1Mbp
SIT1	1692.0474/1Mbp
IDH3G	1692.0474/1Mbp
VAT1	1692.0474/1Mbp
SYT3	1692.0474/1Mbp
WDR35	1692.0474/1Mbp
KIN	1692.0474/1Mbp
KDM1B	1692.0474/1Mbp
SFTPB	1692.0474/1Mbp
ATRNL1	1690.8213/1Mbp
GBP2	1689.1892/1Mbp
PCDH12	1687.7637/1Mbp
COG4	1687.7637/1Mbp
ARNT	1687.7637/1Mbp
KCNK3	1687.7637/1Mbp
CILP	1687.7637/1Mbp
ADH7	1687.7637/1Mbp
SLC35C2	1687.7637/1Mbp
AMACR	1687.7637/1Mbp
UGCG	1687.7637/1Mbp
SDK2	1687.3754/1Mbp
MYO18B	1686.7783/1Mbp
ADAM30	1685.63/1Mbp
NCBP1	1685.63/1Mbp
TP53BP1	1685.2039/1Mbp
PCLO	1685.1384/1Mbp
STXBP5L	1684.92/1Mbp
CNTNAP1	1684.7172/1Mbp
NRK	1684.5652/1Mbp
SFTPC	1683.5017/1Mbp
UBE2T	1683.5017/1Mbp
XKR8	1683.5017/1Mbp
ZNF200	1683.5017/1Mbp
PTPN14	1683.5017/1Mbp
MRPS31	1683.5017/1Mbp
GATAD2B	1683.5017/1Mbp
IL17C	1683.5017/1Mbp
STIM1	1683.5017/1Mbp
CARD16	1683.5017/1Mbp
C16orf46	1683.5017/1Mbp
AKAP14	1683.5017/1Mbp
PTH1R	1683.5017/1Mbp
ARSD	1683.5017/1Mbp
ZNF581	1683.5017/1Mbp
CREB3L4	1683.5017/1Mbp
NXT2	1683.5017/1Mbp
HCFC2	1681.3787/1Mbp
EPS8L3	1680.6723/1Mbp
ZC3H6	1680.6723/1Mbp
BRD1	1680.6723/1Mbp
SLC22A14	1680.6723/1Mbp
NLRP9	1680.1075/1Mbp
COL15A1	1679.8656/1Mbp
MRPS9	1679.2611/1Mbp
C17orf75	1679.2611/1Mbp
SNIP1	1679.2611/1Mbp
SIGLEC14	1679.2611/1Mbp
OLA1	1679.2611/1Mbp
NECAB3	1679.2611/1Mbp
GBP3	1677.8523/1Mbp
ZNF91	1677.8523/1Mbp
ATAD2	1677.4503/1Mbp
POLR3A	1677.4503/1Mbp
DOCK10	1676.5737/1Mbp
COMMD9	1675.0419/1Mbp
OTOP3	1675.0419/1Mbp
EEFSEC	1675.0419/1Mbp
HSF5	1675.0419/1Mbp
ELL3	1675.0419/1Mbp
LBX2	1675.0419/1Mbp
SDC4	1675.0419/1Mbp
RGS8	1675.0419/1Mbp
TMEM17	1675.0419/1Mbp
SPG7	1675.0419/1Mbp
CDKN1A	1675.0419/1Mbp
VPS33A	1675.0419/1Mbp
P2RX3	1675.0419/1Mbp
TOR3A	1675.0419/1Mbp
CEACAM20	1675.0419/1Mbp
CDKN1B	1675.0419/1Mbp
DHX30	1673.6402/1Mbp
REPS1	1672.9402/1Mbp
DCAF8	1672.2408/1Mbp
BRD9	1672.2408/1Mbp
UTP6	1672.2408/1Mbp
FLG2	1672.2408/1Mbp
DCAF13	1672.2408/1Mbp
ZNF285	1672.2408/1Mbp
CATSPER3	1670.8438/1Mbp
ST8SIA6	1670.8438/1Mbp
CCNB2	1670.8438/1Mbp
C1orf94	1669.4491/1Mbp
LILRB2	1669.4491/1Mbp
FBXW8	1669.4491/1Mbp
ITGB7	1668.7526/1Mbp
FNDC3A	1668.0567/1Mbp
DENND3	1668.0567/1Mbp
ZMAT2	1666.6667/1Mbp
CYTH3	1666.6667/1Mbp
SGPP2	1666.6667/1Mbp
PDSS2	1666.6667/1Mbp
ARSJ	1666.6667/1Mbp
RRAGC	1666.6667/1Mbp
TNFSF18	1666.6667/1Mbp
ICOS	1666.6667/1Mbp
CD46	1666.6667/1Mbp
ZNF530	1666.6667/1Mbp
IL11	1666.6667/1Mbp
AADAC	1666.6667/1Mbp
TAF2	1666.6667/1Mbp
DDI2	1666.6667/1Mbp
MCTP1	1666.6667/1Mbp
AFM	1666.6667/1Mbp
APOBEC3A	1666.6667/1Mbp
INPP1	1666.6667/1Mbp
CRADD	1666.6667/1Mbp
WNK3	1665.7413/1Mbp
SEC23IP	1665.0017/1Mbp
ZAK	1664.5859/1Mbp
DCAF8L1	1663.8935/1Mbp
MLPH	1663.8935/1Mbp
TAOK1	1663.34/1Mbp
SGK223	1663.1029/1Mbp
C1orf141	1662.5104/1Mbp
TMEM43	1662.5104/1Mbp
FOXM1	1662.5104/1Mbp
WWTR1	1662.5104/1Mbp
PPME1	1662.5104/1Mbp
KRT19	1662.5104/1Mbp
DOC2A	1662.5104/1Mbp
BLZF1	1662.5104/1Mbp
SEC14L3	1662.5104/1Mbp
CTNS	1662.5104/1Mbp
ESCO2	1661.1296/1Mbp
CGN	1661.1296/1Mbp
OPHN1	1660.44/1Mbp
RSBN1	1660.44/1Mbp
SFSWAP	1660.0266/1Mbp
EIF4G1	1659.4068/1Mbp
ZNF226	1658.3748/1Mbp
TSC22D3	1658.3748/1Mbp
PPP1R14D	1658.3748/1Mbp
SLC35B3	1658.3748/1Mbp
TGIF1	1658.3748/1Mbp
RBM17	1658.3748/1Mbp
LHFP	1658.3748/1Mbp
MED22	1658.3748/1Mbp
EPHA8	1656.7263/1Mbp
CNOT10	1656.3147/1Mbp
ZNF415	1655.6291/1Mbp
STXBP1	1655.6291/1Mbp
HAUS3	1655.6291/1Mbp
KIAA0922	1655.2866/1Mbp
KIAA1429	1654.7159/1Mbp
LHX3	1654.2597/1Mbp
PTAR1	1654.2597/1Mbp
ZCCHC12	1654.2597/1Mbp
B3GNT9	1654.2597/1Mbp
ZNF558	1654.2597/1Mbp
ZNF547	1654.2597/1Mbp
ELAVL4	1654.2597/1Mbp
ROBO4	1653.4392/1Mbp
PMFBP1	1653.4392/1Mbp
SYNJ1	1653.2341/1Mbp
ZNF169	1652.8926/1Mbp
CBFA2T2	1652.8926/1Mbp
GPRIN1	1651.8005/1Mbp
KIAA0368	1651.8005/1Mbp
MED24	1651.8005/1Mbp
RPL3	1650.165/1Mbp
RAB1B	1650.165/1Mbp
DENND1A	1650.165/1Mbp
PODXL2	1650.165/1Mbp
RBP4	1650.165/1Mbp
NCR3	1650.165/1Mbp
CBLN4	1650.165/1Mbp
TBC1D20	1650.165/1Mbp
QTRT1	1650.165/1Mbp
FKBP11	1650.165/1Mbp
DPT	1650.165/1Mbp
RAB9B	1650.165/1Mbp
CD300LB	1650.165/1Mbp
C2orf70	1650.165/1Mbp
ARL4D	1650.165/1Mbp
ORM1	1650.165/1Mbp
SNX32	1650.165/1Mbp
ANKFY1	1650.165/1Mbp
HLTF	1650.165/1Mbp
AURKA	1650.165/1Mbp
USP2	1650.165/1Mbp
LRRFIP1	1648.1253/1Mbp
SLC45A4	1648.1253/1Mbp
ZNF652	1647.4465/1Mbp
WDR1	1647.4465/1Mbp
ADAMTS19	1647.4465/1Mbp
MAGED2	1647.4465/1Mbp
KIF20B	1647.4465/1Mbp
CAD	1647.1998/1Mbp
WHAMM	1646.0905/1Mbp
GPR143	1646.0905/1Mbp
KRT33A	1646.0905/1Mbp
GPR182	1646.0905/1Mbp
P2RX4	1646.0905/1Mbp
CD209	1646.0905/1Mbp
PGBD1	1646.0905/1Mbp
ABHD12	1646.0905/1Mbp
PDE4D	1646.0905/1Mbp
CASP1	1646.0905/1Mbp
SH3GLB2	1646.0905/1Mbp
BLM	1645.5101/1Mbp
ACOT11	1644.7368/1Mbp
LAMA4	1644.7368/1Mbp
ATG16L1	1644.7368/1Mbp
EIF4G3	1644.0608/1Mbp
ZC3H11A	1644.0608/1Mbp
KIAA1324	1643.6555/1Mbp
PTPRO	1643.3854/1Mbp
PTTG1	1642.0361/1Mbp
JOSD1	1642.0361/1Mbp
PARP1	1642.0361/1Mbp
UBAC1	1642.0361/1Mbp
C9orf47	1642.0361/1Mbp
SAMD10	1642.0361/1Mbp
TM4SF4	1642.0361/1Mbp
PLCZ1	1642.0361/1Mbp
COMMD10	1642.0361/1Mbp
TM4SF1	1642.0361/1Mbp
ARAF	1639.3443/1Mbp
NUMBL	1639.3443/1Mbp
CSRNP1	1639.3443/1Mbp
RYK	1638.4489/1Mbp
ERP44	1638.0016/1Mbp
ZNF793	1638.0016/1Mbp
PHKG2	1638.0016/1Mbp
SLC38A11	1638.0016/1Mbp
TDO2	1638.0016/1Mbp
PSMC5	1638.0016/1Mbp
PYGO2	1638.0016/1Mbp
BRPF1	1638.0016/1Mbp
RING1	1638.0016/1Mbp
DHX8	1638.0016/1Mbp
OLFML3	1638.0016/1Mbp
NIPAL3	1638.0016/1Mbp
PIP4K2A	1638.0016/1Mbp
MPP3	1636.6612/1Mbp
USP45	1635.9918/1Mbp
AFAP1	1635.9918/1Mbp
MNDA	1633.9869/1Mbp
RAB24	1633.9869/1Mbp
FNBP4	1633.9869/1Mbp
INTS5	1633.9869/1Mbp
ZNF174	1633.9869/1Mbp
TMEM95	1633.9869/1Mbp
HDGFRP3	1633.9869/1Mbp
TACR1	1633.9869/1Mbp
EGLN2	1633.9869/1Mbp
GPX1	1633.9869/1Mbp
MTHFS	1633.9869/1Mbp
ZNF552	1633.9869/1Mbp
CLCN5	1631.9869/1Mbp
ACY1	1629.9919/1Mbp
S100PBP	1629.9919/1Mbp
FOXD4L1	1629.9919/1Mbp
ZSCAN1	1629.9919/1Mbp
HERC6	1629.1952/1Mbp
MOXD1	1628.6645/1Mbp
DNAH8	1628.4339/1Mbp
CDCA2	1627.6042/1Mbp
MMRN1	1627.3393/1Mbp
PKDREJ	1626.7377/1Mbp
NRSN2	1626.0163/1Mbp
POLR3H	1626.0163/1Mbp
FAM20B	1626.0163/1Mbp
AVIL	1626.0163/1Mbp
HDDC2	1626.0163/1Mbp
PPP1R1B	1626.0163/1Mbp
RHAG	1626.0163/1Mbp
CDH24	1626.0163/1Mbp
TSPAN13	1626.0163/1Mbp
SSX2IP	1626.0163/1Mbp
RRAS2	1626.0163/1Mbp
YAF2	1626.0163/1Mbp
POP1	1626.0163/1Mbp
PSD	1626.0163/1Mbp
EXOC3L2	1626.0163/1Mbp
DUXA	1626.0163/1Mbp
THOC7	1626.0163/1Mbp
CLTCL1	1625.0254/1Mbp
IFIH1	1624.4314/1Mbp
DDX23	1624.0357/1Mbp
TRPM1	1623.0473/1Mbp
ENDOU	1622.06/1Mbp
WDFY1	1622.06/1Mbp
SUV39H2	1622.06/1Mbp
TRIM13	1622.06/1Mbp
TSPYL6	1622.06/1Mbp
NR2E3	1622.06/1Mbp
BTAF1	1621.6216/1Mbp
COBLL1	1620.7455/1Mbp
EPS8	1620.0891/1Mbp
ZMYND8	1619.4332/1Mbp
DNAH3	1619.3021/1Mbp
ETFDH	1618.123/1Mbp
NLGN1	1618.123/1Mbp
C20orf196	1618.123/1Mbp
PHKA2	1618.123/1Mbp
PDK4	1618.123/1Mbp
COMMD4	1618.123/1Mbp
SLC2A12	1618.123/1Mbp
CHD3	1618.123/1Mbp
SCG2	1618.123/1Mbp
GLCE	1618.123/1Mbp
KIF17	1618.123/1Mbp
MBD2	1618.123/1Mbp
AMELX	1618.123/1Mbp
SMARCE1	1618.123/1Mbp
CD300E	1618.123/1Mbp
CD83	1618.123/1Mbp
MRPL21	1618.123/1Mbp
MAD2L1	1618.123/1Mbp
ZNF221	1618.123/1Mbp
GSC2	1618.123/1Mbp
CBLN3	1618.123/1Mbp
USP16	1618.123/1Mbp
WDYHV1	1618.123/1Mbp
MMS19	1616.5535/1Mbp
MYO5A	1616.3793/1Mbp
ZNF445	1614.9871/1Mbp
NCOA6	1614.9871/1Mbp
C9orf84	1614.7636/1Mbp
MGAM	1614.6394/1Mbp
FBXW4	1614.205/1Mbp
INPP5A	1614.205/1Mbp
AARSD1	1614.205/1Mbp
RAPSN	1614.205/1Mbp
PLA2G15	1614.205/1Mbp
WDR4	1614.205/1Mbp
ZNF260	1614.205/1Mbp
BCKDK	1614.205/1Mbp
VEGFA	1614.205/1Mbp
HAP1	1612.9032/1Mbp
DTX4	1612.9032/1Mbp
PTPRU	1612.5317/1Mbp
RGS12	1611.418/1Mbp
MPV17L2	1610.306/1Mbp
PRC1	1610.306/1Mbp
SNAP25	1610.306/1Mbp
CIT	1610.306/1Mbp
SGMS1	1610.306/1Mbp
TCEAL5	1610.306/1Mbp
NAT14	1610.306/1Mbp
MRPL22	1610.306/1Mbp
BLVRB	1610.306/1Mbp
CNKSR2	1610.306/1Mbp
SOSTDC1	1610.306/1Mbp
CDC16	1610.306/1Mbp
BTF3	1610.306/1Mbp
IRS1	1609.0105/1Mbp
GIGYF1	1608.7516/1Mbp
BEND3	1608.3635/1Mbp
ARAP1	1608.0864/1Mbp
ACAD9	1607.717/1Mbp
GPAA1	1607.717/1Mbp
CRIM1	1607.2003/1Mbp
OAS1	1606.4257/1Mbp
LCLAT1	1606.4257/1Mbp
ITPK1	1606.4257/1Mbp
SUPT7L	1606.4257/1Mbp
SOX17	1606.4257/1Mbp
ARRDC3	1606.4257/1Mbp
CHST12	1606.4257/1Mbp
JMJD6	1606.4257/1Mbp
F2	1605.1364/1Mbp
SELP	1604.4926/1Mbp
JARID2	1603.8492/1Mbp
A2ML1	1603.6655/1Mbp
HNRNPF	1602.5641/1Mbp
ALG1L	1602.5641/1Mbp
GPR19	1602.5641/1Mbp
KBTBD12	1602.5641/1Mbp
TIMP1	1602.5641/1Mbp
FAM104A	1602.5641/1Mbp
RAB8A	1602.5641/1Mbp
TM2D1	1602.5641/1Mbp
CLDN11	1602.5641/1Mbp
SYNCRIP	1602.5641/1Mbp
RAB8B	1602.5641/1Mbp
LYPD6B	1602.5641/1Mbp
NFYB	1602.5641/1Mbp
C10orf12	1602.5641/1Mbp
C8orf37	1602.5641/1Mbp
EFNA4	1602.5641/1Mbp
C8orf46	1602.5641/1Mbp
CNTN2	1601.0247/1Mbp
MAGEL2	1600.0/1Mbp
UBQLN2	1600.0/1Mbp
KEAP1	1600.0/1Mbp
PTOV1	1598.721/1Mbp
SLC35D3	1598.721/1Mbp
PIP4K2B	1598.721/1Mbp
CASP9	1598.721/1Mbp
IFT88	1598.721/1Mbp
LAMP3	1598.721/1Mbp
ATP2A2	1597.9546/1Mbp
KARS	1597.4441/1Mbp
ATP8B1	1597.4441/1Mbp
ZNF85	1597.4441/1Mbp
REV3L	1596.9339/1Mbp
ZSCAN20	1596.424/1Mbp
PPP1R12B	1596.424/1Mbp
CPA3	1594.8963/1Mbp
MED18	1594.8963/1Mbp
PEX5L	1594.8963/1Mbp
PREB	1594.8963/1Mbp
IFNE	1594.8963/1Mbp
MRAS	1594.8963/1Mbp
FGF9	1594.8963/1Mbp
TMEM222	1594.8963/1Mbp
NKAIN2	1594.8963/1Mbp
FGD5	1594.8963/1Mbp
PHLDB2	1594.8963/1Mbp
MSH5	1594.8963/1Mbp
CRAT	1594.8963/1Mbp
CCDC25	1594.8963/1Mbp
HBEGF	1594.8963/1Mbp
KLB	1594.8963/1Mbp
ERBB2	1592.3567/1Mbp
PCDH7	1592.3567/1Mbp
CLIP2	1591.8497/1Mbp
SERPINH1	1591.0899/1Mbp
PRKAR2B	1591.0899/1Mbp
BAAT	1591.0899/1Mbp
FBXL14	1591.0899/1Mbp
ING3	1591.0899/1Mbp
ACTR3	1591.0899/1Mbp
MMAA	1591.0899/1Mbp
PELI1	1591.0899/1Mbp
TFIP11	1591.0899/1Mbp
SS18	1591.0899/1Mbp
TEKT1	1591.0899/1Mbp
RASA1	1590.3308/1Mbp
KLHL14	1589.8251/1Mbp
SLC6A18	1589.8251/1Mbp
PPFIA2	1589.8251/1Mbp
ZNF217	1588.8147/1Mbp
PLEKHA6	1588.8147/1Mbp
GMNN	1587.3016/1Mbp
BZW2	1587.3016/1Mbp
RGS1	1587.3016/1Mbp
SYT2	1587.3016/1Mbp
FYB	1587.3016/1Mbp
CLEC6A	1587.3016/1Mbp
SUSD5	1587.3016/1Mbp
KCTD20	1587.3016/1Mbp
UHMK1	1587.3016/1Mbp
AMTN	1587.3016/1Mbp
POU4F1	1587.3016/1Mbp
ZKSCAN5	1587.3016/1Mbp
BCS1L	1587.3016/1Mbp
COPS8	1587.3016/1Mbp
CKMT2	1587.3016/1Mbp
GPR63	1587.3016/1Mbp
METTL5	1587.3016/1Mbp
FAM69C	1587.3016/1Mbp
HMGB2	1587.3016/1Mbp
TRAPPC10	1587.3016/1Mbp
POLR1E	1587.3016/1Mbp
ATP6V0A4	1585.4142/1Mbp
GPLD1	1585.4142/1Mbp
FANCD2	1585.1449/1Mbp
ARHGAP29	1584.7861/1Mbp
PRDM5	1584.7861/1Mbp
RTN4RL2	1583.5313/1Mbp
COPS4	1583.5313/1Mbp
ANKRD10	1583.5313/1Mbp
ARHGEF15	1583.5313/1Mbp
MFHAS1	1582.7794/1Mbp
MBTPS1	1582.7794/1Mbp
FBXW10	1582.7794/1Mbp
CCDC93	1582.2785/1Mbp
TNNI3	1582.2785/1Mbp
TKT	1582.2785/1Mbp
DEF6	1582.2785/1Mbp
MYOM1	1581.6528/1Mbp
ABCA13	1581.3402/1Mbp
SALL4	1581.2777/1Mbp
PYGB	1579.7788/1Mbp
TES	1579.7788/1Mbp
MTR	1579.7788/1Mbp
FARP2	1579.7788/1Mbp
ALOXE3	1579.7788/1Mbp
OMD	1579.7788/1Mbp
RNASE9	1579.7788/1Mbp
NBPF7	1579.7788/1Mbp
ZNF792	1579.7788/1Mbp
SYT12	1579.7788/1Mbp
TNFAIP8	1579.7788/1Mbp
FMR1	1579.7788/1Mbp
CPA4	1579.7788/1Mbp
COQ2	1579.7788/1Mbp
RGS17	1579.7788/1Mbp
TTC27	1579.7788/1Mbp
FXN	1579.7788/1Mbp
RBM25	1579.7788/1Mbp
POLR2E	1579.7788/1Mbp
ASB6	1579.7788/1Mbp
FYCO1	1577.6426/1Mbp
COL4A4	1576.9761/1Mbp
KDM4C	1576.7897/1Mbp
GFI1	1576.0441/1Mbp
KRT23	1576.0441/1Mbp
REXO4	1576.0441/1Mbp
USP6NL	1576.0441/1Mbp
AGK	1576.0441/1Mbp
CDHR5	1576.0441/1Mbp
HERC4	1575.2993/1Mbp
POT1	1574.8031/1Mbp
GTPBP4	1574.8031/1Mbp
VPS13B	1574.2812/1Mbp
BAZ2A	1573.9769/1Mbp
RGS2	1572.327/1Mbp
PLA2G2F	1572.327/1Mbp
MATR3	1572.327/1Mbp
ACP2	1572.327/1Mbp
BAK1	1572.327/1Mbp
CECR5	1572.327/1Mbp
DUSP26	1572.327/1Mbp
ESRRA	1572.327/1Mbp
MAD2L2	1572.327/1Mbp
EFCAB1	1572.327/1Mbp
MAP3K11	1572.327/1Mbp
RHOF	1572.327/1Mbp
NR2F1	1572.327/1Mbp
TTLL1	1572.327/1Mbp
SNAP23	1572.327/1Mbp
NUDT16L1	1572.327/1Mbp
BCR	1572.327/1Mbp
DSG4	1572.327/1Mbp
GHRHR	1572.327/1Mbp
BAG2	1572.327/1Mbp
ASB2	1572.327/1Mbp
PDGFA	1572.327/1Mbp
FGF20	1572.327/1Mbp
RAB38	1572.327/1Mbp
TAF11	1572.327/1Mbp
ZNF658	1572.327/1Mbp
PKHD1L1	1570.8451/1Mbp
PHF8	1570.8451/1Mbp
DNA2	1570.8451/1Mbp
NLGN3	1570.4751/1Mbp
PABPC1	1569.8587/1Mbp
ARNTL2	1569.8587/1Mbp
PIK3C2G	1569.1549/1Mbp
BMP10	1568.6275/1Mbp
ACAA1	1568.6275/1Mbp
STAMBP	1568.6275/1Mbp
KCNJ8	1568.6275/1Mbp
MEI1	1568.6275/1Mbp
ZP3	1568.6275/1Mbp
SBK1	1568.6275/1Mbp
EML2	1566.7842/1Mbp
ITGA8	1566.416/1Mbp
NME5	1564.9452/1Mbp
ESF1	1564.9452/1Mbp
EDN1	1564.9452/1Mbp
ROPN1B	1564.9452/1Mbp
CINP	1564.9452/1Mbp
VOPP1	1564.9452/1Mbp
CEACAM16	1564.9452/1Mbp
BOK	1564.9452/1Mbp
PCSK2	1564.9452/1Mbp
RAB17	1564.9452/1Mbp
SERPINB12	1564.9452/1Mbp
IL6	1564.9452/1Mbp
SCRN2	1564.9452/1Mbp
ZNF143	1564.9452/1Mbp
LYG2	1564.9452/1Mbp
SDPR	1564.9452/1Mbp
ZNF645	1564.9452/1Mbp
FAM46B	1564.9452/1Mbp
NPC1	1563.7217/1Mbp
ZNFX1	1563.3142/1Mbp
LPIN3	1563.1106/1Mbp
ABCC10	1562.8489/1Mbp
PARN	1562.5/1Mbp
NUB1	1562.5/1Mbp
SLC34A1	1562.5/1Mbp
RPS6KC1	1562.0119/1Mbp
RASAL2	1561.2802/1Mbp
PANX1	1561.2802/1Mbp
C1orf112	1561.2802/1Mbp
DNAJA4	1561.2802/1Mbp
DNMT3B	1561.2802/1Mbp
HFE2	1561.2802/1Mbp
ACAT2	1561.2802/1Mbp
TEAD1	1561.2802/1Mbp
ZNF549	1560.0624/1Mbp
SCNN1B	1560.0624/1Mbp
ZCCHC6	1559.7148/1Mbp
SECISBP2	1559.4542/1Mbp
VPS41	1559.4542/1Mbp
DAAM2	1559.0895/1Mbp
ANKRD26	1558.5428/1Mbp
RAB25	1557.6324/1Mbp
FAIM	1557.6324/1Mbp
TEX14	1557.6324/1Mbp
RAB4B	1557.6324/1Mbp
GMPR2	1557.6324/1Mbp
SGK2	1557.6324/1Mbp
TMEM186	1557.6324/1Mbp
RPL4	1557.6324/1Mbp
SLC13A2	1557.6324/1Mbp
MAPK8	1557.6324/1Mbp
CHMP2B	1557.6324/1Mbp
RAB39B	1557.6324/1Mbp
GTF3C6	1557.6324/1Mbp
XKR6	1557.6324/1Mbp
DTD1	1557.6324/1Mbp
NGFR	1557.6324/1Mbp
CAPN6	1557.6324/1Mbp
NICN1	1557.6324/1Mbp
ATP6V1C2	1557.6324/1Mbp
EPN2	1557.6324/1Mbp
DDX60	1556.7231/1Mbp
VILL	1555.8149/1Mbp
BCL9L	1555.5556/1Mbp
ZNF699	1555.21/1Mbp
SCFD1	1555.21/1Mbp
SEC16A	1554.9901/1Mbp
FBXL3	1554.0016/1Mbp
HEATR1	1554.0016/1Mbp
CCKAR	1554.0016/1Mbp
KCTD16	1554.0016/1Mbp
HDAC3	1554.0016/1Mbp
SMYD3	1554.0016/1Mbp
HTR4	1554.0016/1Mbp
MRPS27	1554.0016/1Mbp
FRMD4A	1553.2774/1Mbp
SLCO2A1	1552.795/1Mbp
ENOX1	1552.795/1Mbp
LRRC8D	1552.1925/1Mbp
NRG2	1552.1925/1Mbp
SEMA6D	1551.8312/1Mbp
USP53	1551.8312/1Mbp
UBE4A	1551.8312/1Mbp
C2orf71	1551.5904/1Mbp
MAP3K6	1551.5904/1Mbp
SH3TC2	1551.5904/1Mbp
FCRL1	1550.3876/1Mbp
DPCD	1550.3876/1Mbp
RUNX3	1550.3876/1Mbp
FAM167A	1550.3876/1Mbp
KNG1	1550.3876/1Mbp
MREG	1550.3876/1Mbp
TCF23	1550.3876/1Mbp
FECH	1550.3876/1Mbp
KRT1	1550.3876/1Mbp
N6AMT1	1550.3876/1Mbp
PNPLA5	1550.3876/1Mbp
CDC42BPA	1550.3876/1Mbp
POLR1A	1549.4867/1Mbp
LTBP1	1548.5869/1Mbp
NOM1	1548.5869/1Mbp
TGFBRAP1	1548.5869/1Mbp
LDLR	1548.5869/1Mbp
ZNF681	1547.9876/1Mbp
FAM47B	1547.9876/1Mbp
SIPA1L2	1547.6881/1Mbp
LUZP1	1547.5085/1Mbp
KRT18	1546.7904/1Mbp
RELT	1546.7904/1Mbp
HECTD3	1546.7904/1Mbp
SPZ1	1546.7904/1Mbp
MYH1	1546.3918/1Mbp
GEMIN5	1546.2779/1Mbp
TSHZ1	1546.073/1Mbp
ARHGAP25	1545.5951/1Mbp
WEE1	1545.5951/1Mbp
HSPA8	1545.5951/1Mbp
MYH3	1545.5951/1Mbp
PPWD1	1545.5951/1Mbp
ABCG4	1545.5951/1Mbp
TRPC7	1544.9981/1Mbp
MYH2	1544.7992/1Mbp
IL19	1543.2099/1Mbp
C9orf50	1543.2099/1Mbp
SCN2B	1543.2099/1Mbp
PLAU	1543.2099/1Mbp
FOXP3	1543.2099/1Mbp
NACA2	1543.2099/1Mbp
WAC	1543.2099/1Mbp
SCN3B	1543.2099/1Mbp
SP7	1543.2099/1Mbp
DNM3	1543.2099/1Mbp
HAND1	1543.2099/1Mbp
ATP5S	1543.2099/1Mbp
KRT40	1543.2099/1Mbp
USP13	1543.2099/1Mbp
HMGB1	1543.2099/1Mbp
FAM69B	1543.2099/1Mbp
STRADA	1543.2099/1Mbp
RAB5B	1543.2099/1Mbp
MAP9	1543.2099/1Mbp
LIM2	1543.2099/1Mbp
MCM4	1543.2099/1Mbp
ECSIT	1543.2099/1Mbp
EDARADD	1543.2099/1Mbp
C19orf18	1543.2099/1Mbp
CACNA1G	1541.912/1Mbp
SHANK1	1541.7823/1Mbp
DCLK3	1540.832/1Mbp
FOXN1	1540.832/1Mbp
MYH15	1540.832/1Mbp
TBC1D17	1540.832/1Mbp
TADA3	1539.6459/1Mbp
RNF135	1539.6459/1Mbp
SEPT14	1539.6459/1Mbp
SLC35B2	1539.6459/1Mbp
KRT17	1539.6459/1Mbp
ZNF624	1539.6459/1Mbp
RECQL	1538.4615/1Mbp
SLC28A1	1538.4615/1Mbp
SFMBT1	1537.87/1Mbp
FGF17	1536.0983/1Mbp
TAF4B	1536.0983/1Mbp
CCNB1	1536.0983/1Mbp
RNASE10	1536.0983/1Mbp
MRPL24	1536.0983/1Mbp
NCOA4	1536.0983/1Mbp
RNPEP	1536.0983/1Mbp
PPIB	1536.0983/1Mbp
ITGB3BP	1536.0983/1Mbp
HDAC4	1536.0983/1Mbp
CYLC1	1533.7423/1Mbp
NRCAM	1532.567/1Mbp
RSRC2	1532.567/1Mbp
TAF1C	1532.567/1Mbp
CSF2RA	1532.567/1Mbp
GGN	1531.3936/1Mbp
OLFML2A	1531.3936/1Mbp
CPZ	1531.3936/1Mbp
C6orf222	1531.3936/1Mbp
WWP2	1530.8075/1Mbp
CASR	1530.4561/1Mbp
LTBR	1529.052/1Mbp
PSMC3IP	1529.052/1Mbp
COQ7	1529.052/1Mbp
GAR1	1529.052/1Mbp
ZCRB1	1529.052/1Mbp
TRPV4	1529.052/1Mbp
TEAD3	1529.052/1Mbp
C11orf40	1529.052/1Mbp
DUSP19	1529.052/1Mbp
GRPEL1	1529.052/1Mbp
SLC38A8	1529.052/1Mbp
RNFT1	1529.052/1Mbp
PSG6	1529.052/1Mbp
TMED3	1529.052/1Mbp
RPL10A	1529.052/1Mbp
AP1M1	1529.052/1Mbp
GLB1L3	1529.052/1Mbp
GH1	1529.052/1Mbp
TMEM130	1529.052/1Mbp
CLDN9	1529.052/1Mbp
HOXB7	1529.052/1Mbp
CSH1	1529.052/1Mbp
PIAS1	1529.052/1Mbp
NDST4	1527.3005/1Mbp
GLB1L	1526.7176/1Mbp
WDR70	1526.7176/1Mbp
ZHX1	1525.553/1Mbp
VLDLR	1525.553/1Mbp
PM20D2	1525.553/1Mbp
ORC4	1525.553/1Mbp
PMS2	1525.553/1Mbp
KCNJ14	1525.553/1Mbp
CASC4	1525.553/1Mbp
WWC3	1524.8551/1Mbp
GAK	1524.3902/1Mbp
SMPD3	1524.3902/1Mbp
SLIT3	1524.0583/1Mbp
OXR1	1523.8095/1Mbp
RAB11B	1522.07/1Mbp
ALOX5AP	1522.07/1Mbp
NUP85	1522.07/1Mbp
ETF1	1522.07/1Mbp
SNX30	1522.07/1Mbp
SPAG4	1522.07/1Mbp
TFAP2A	1522.07/1Mbp
ANKS3	1522.07/1Mbp
RYBP	1522.07/1Mbp
RAB42	1522.07/1Mbp
RAB4A	1522.07/1Mbp
